protein_idx	protein_id	uniprot_accession	gene_symbol	status
435	pdb:1jyi	P55915		pdb→sifts→uniprot
436	pdb:1jyq	P62993	GRB2	pdb→sifts→uniprot
437	pdb:1jys	P0AF12	mtnN	pdb→sifts→uniprot
438	pdb:1jzs	P56690	ileS	pdb→sifts→uniprot
439	pdb:1k03	Q02899	OYE1	pdb→sifts→uniprot
440	pdb:1k06	P00489	PYGM	pdb→sifts→uniprot
441	pdb:1k08	P00489	PYGM	pdb→sifts→uniprot
442	pdb:1k1i	P00760	PRSS1	pdb→sifts→uniprot
443	pdb:1k1j	P00760	PRSS1	pdb→sifts→uniprot
444	pdb:1k1l	P00760	PRSS1	pdb→sifts→uniprot
445	pdb:1k1m	P00760	PRSS1	pdb→sifts→uniprot
446	pdb:1k1n	P00760	PRSS1	pdb→sifts→uniprot
447	pdb:1k1o	P00760	PRSS1	pdb→sifts→uniprot
448	pdb:1k1p	P00760	PRSS1	pdb→sifts→uniprot
449	pdb:1k1y	O32462	jgt	pdb→sifts→uniprot
450	pdb:1k21	P00734	F2	pdb→sifts→uniprot
451	pdb:1k22	P00734	F2	pdb→sifts→uniprot
452	pdb:1k27	Q13126	MTAP	pdb→sifts→uniprot
453	pdb:1k2i	P00766		pdb→sifts→uniprot
454	pdb:1k2v	P07822	fhuD	pdb→sifts→uniprot
455	pdb:1k3n	P22216	RAD53	pdb→sifts→uniprot
456	pdb:1k3q	P22216	RAD53	pdb→sifts→uniprot
457	pdb:1k3t	P22513		pdb→sifts→uniprot
458	pdb:1k4g	P28720	tgt	pdb→sifts→uniprot
459	pdb:1k4h	P28720	tgt	pdb→sifts→uniprot
460	pdb:1k6c	P35963	gag-pol	pdb→sifts→uniprot
461	pdb:1k6p	P35963	gag-pol	pdb→sifts→uniprot
462	pdb:1k6t	P35963	gag-pol	pdb→sifts→uniprot
463	pdb:1k6v	P35963	gag-pol	pdb→sifts→uniprot
464	pdb:1k9q	P46937	YAP1	pdb→sifts→uniprot
465	pdb:1k9r	P46937	YAP1	pdb→sifts→uniprot
466	pdb:1k9s	P0ABP8	deoD	pdb→sifts→uniprot
467	pdb:1ka7	O60880	SH2D1A	pdb→sifts→uniprot
468	pdb:1kak	P18031	PTPN1	pdb→sifts→uniprot
469	pdb:1kat	P15692	VEGFA	pdb→sifts→uniprot
470	pdb:1kav	P18031	PTPN1	pdb→sifts→uniprot
471	pdb:1kc5	P01837	Igkc	pdb→sifts→uniprot
472	pdb:1kc7	P22983	ppdK	pdb→sifts→uniprot
473	pdb:1kdk	P04278	SHBG	pdb→sifts→uniprot
474	pdb:1kds	P00811	ampC	pdb→sifts→uniprot
475	pdb:1kdw	P00811	ampC	pdb→sifts→uniprot
476	pdb:1ke0	P00811	ampC	pdb→sifts→uniprot
477	pdb:1ke3	P00811	ampC	pdb→sifts→uniprot
478	pdb:1ke5	P24941	CDK2	pdb→sifts→uniprot
479	pdb:1ke6	P24941	CDK2	pdb→sifts→uniprot
480	pdb:1ke7	P24941	CDK2	pdb→sifts→uniprot
481	pdb:1ke8	P24941	CDK2	pdb→sifts→uniprot
482	pdb:1ke9	P24941	CDK2	pdb→sifts→uniprot
483	pdb:1kel	P01868	Ighg1	pdb→sifts→uniprot
484	pdb:1kf0	Q7SIB7	PGK1	pdb→sifts→uniprot
485	pdb:1kf6	P00363	frdA	pdb→sifts→uniprot
486	pdb:1kfy	P00363	frdA	pdb→sifts→uniprot
487	pdb:1kjr	P17931	LGALS3	pdb→sifts→uniprot
488	pdb:1kkq	Q07869	PPARA	pdb→sifts→uniprot
489	pdb:1kl3	P22629		pdb→sifts→uniprot
490	pdb:1kl5	P22629		pdb→sifts→uniprot
491	pdb:1klg	P0A0L5	entC3	pdb→sifts→uniprot
492	pdb:1kll	O05205	mrd	pdb→sifts→uniprot
493	pdb:1klu	P0A0L5	entC3	pdb→sifts→uniprot
494	pdb:1km3	O26232	pyrF	pdb→sifts→uniprot
495	pdb:1kmv	P00374	DHFR	pdb→sifts→uniprot
496	pdb:1kmy	P47228	bphC	pdb→sifts→uniprot
497	pdb:1koj	Q9N1E2	GPI	pdb→sifts→uniprot
498	pdb:1kpm	P59071		pdb→sifts→uniprot
499	pdb:1kqb	Q01234	nfsB	pdb→sifts→uniprot
500	pdb:1kr3	P25910	ccrA	pdb→sifts→uniprot
501	pdb:1ksn	P00742	F10	pdb→sifts→uniprot
502	pdb:1kti	P00489	PYGM	pdb→sifts→uniprot
503	pdb:1ktt	P00734	F2	pdb→sifts→uniprot
504	pdb:1kug	O57413		pdb→sifts→uniprot
505	pdb:1kui	O57413		pdb→sifts→uniprot
506	pdb:1kuk	O57413		pdb→sifts→uniprot
507	pdb:1kv1	Q16539	MAPK14	pdb→sifts→uniprot
508	pdb:1kv2	Q16539	MAPK14	pdb→sifts→uniprot
509	pdb:1kv5	P04789		pdb→sifts→uniprot
510	pdb:1kvo	P14555	PLA2G2A	pdb→sifts→uniprot
511	pdb:1kwq	P00918	CA2	pdb→sifts→uniprot
512	pdb:1kwr	P00918	CA2	pdb→sifts→uniprot
513	pdb:1kyn	P08311	CTSG	pdb→sifts→uniprot
514	pdb:1kyv	Q9UUB1	rib4	pdb→sifts→uniprot
515	pdb:1kz8	P00636	FBP1	pdb→sifts→uniprot
516	pdb:1kzk	P03369	gag-pol	pdb→sifts→uniprot
517	pdb:1kzn	P0AES6	gyrB	pdb→sifts→uniprot
518	pdb:1l0a	Q13114	TRAF3	pdb→sifts→uniprot
519	pdb:1l2s	P00811	ampC	pdb→sifts→uniprot
520	pdb:1l2z	O95400	CD2BP2	pdb→sifts→uniprot
521	pdb:1l5q	P06737	PYGL	pdb→sifts→uniprot
522	pdb:1l5r	P06737	PYGL	pdb→sifts→uniprot
523	pdb:1l5s	P06737	PYGL	pdb→sifts→uniprot
524	pdb:1l6m	P80188	LCN2	pdb→sifts→uniprot
525	pdb:1l6s	P0ACB2	hemB	pdb→sifts→uniprot
526	pdb:1l6y	P0ACB2	hemB	pdb→sifts→uniprot
527	pdb:1l7x	P06737	PYGL	pdb→sifts→uniprot
528	pdb:1l83	P00720	E	pdb→sifts→uniprot
529	pdb:1l8g	P18031	PTPN1	pdb→sifts→uniprot
530	pdb:1laf	P02911	argT	pdb→sifts→uniprot
531	pdb:1lag	P02911	argT	pdb→sifts→uniprot
532	pdb:1lah	P02911	argT	pdb→sifts→uniprot
533	pdb:1lan	P00727	LAP3	pdb→sifts→uniprot
534	pdb:1lb6	Q9Y4K3	TRAF6	pdb→sifts→uniprot
535	pdb:1lbf	Q06121	trpC	pdb→sifts→uniprot
536	pdb:1lbk	P08263	GSTA1	pdb→sifts→uniprot
537	pdb:1lcj	P06239	LCK	pdb→sifts→uniprot
538	pdb:1lcp	P00727	LAP3	pdb→sifts→uniprot
539	pdb:1ld7	P49356	FNTB	pdb→sifts→uniprot
540	pdb:1ld8	P49356	FNTB	pdb→sifts→uniprot
541	pdb:1lee	P46925	PMII	pdb→sifts→uniprot
542	pdb:1leg	P01901	H2-K1	pdb→sifts→uniprot
543	pdb:1lek	P01901	H2-K1	pdb→sifts→uniprot
544	pdb:1lev	P00636	FBP1	pdb→sifts→uniprot
545	pdb:1lf2	P46925	PMII	pdb→sifts→uniprot
546	pdb:1lf3	P46925	PMII	pdb→sifts→uniprot
547	pdb:1lf8	Q9NZ52	GGA3	pdb→sifts→uniprot
548	pdb:1lf9	O85672	ga1	pdb→sifts→uniprot
549	pdb:1lfo	P02692	Fabp1	pdb→sifts→uniprot
550	pdb:1lgt	P47228	bphC	pdb→sifts→uniprot
551	pdb:1lgw	P00720	E	pdb→sifts→uniprot
552	pdb:1lhc	P00734	F2	pdb→sifts→uniprot
553	pdb:1lhd	P00734	F2	pdb→sifts→uniprot
554	pdb:1lhe	P00734	F2	pdb→sifts→uniprot
555	pdb:1lhf	P00734	F2	pdb→sifts→uniprot
556	pdb:1lhg	P00734	F2	pdb→sifts→uniprot
557	pdb:1lhu	P04278	SHBG	pdb→sifts→uniprot
558	pdb:1lhv	P04278	SHBG	pdb→sifts→uniprot
559	pdb:1lhw	P04278	SHBG	pdb→sifts→uniprot
560	pdb:1li2	P00720	E	pdb→sifts→uniprot
561	pdb:1li3	P00720	E	pdb→sifts→uniprot
562	pdb:1li6	P00720	E	pdb→sifts→uniprot
563	pdb:1ljt	P14174	MIF	pdb→sifts→uniprot
564	pdb:1lke	P09464		pdb→sifts→uniprot
565	pdb:1lkk	P06239	LCK	pdb→sifts→uniprot
566	pdb:1lkl	P06239	LCK	pdb→sifts→uniprot
567	pdb:1lkx	Q03479	myoE	pdb→sifts→uniprot
568	pdb:1ll4	P0CB51	CTS1	pdb→sifts→uniprot
569	pdb:1llb	P00811	ampC	pdb→sifts→uniprot
570	pdb:1lnm	P09464		pdb→sifts→uniprot
571	pdb:1lol	O26232	pyrF	pdb→sifts→uniprot
572	pdb:1loq	O26232	pyrF	pdb→sifts→uniprot
573	pdb:1lor	O26232	pyrF	pdb→sifts→uniprot
574	pdb:1los	O26232	pyrF	pdb→sifts→uniprot
575	pdb:1lox	P12530	ALOX15	pdb→sifts→uniprot
576	pdb:1lpg	P00742	F10	pdb→sifts→uniprot
577	pdb:1lpk	P00742	F10	pdb→sifts→uniprot
578	pdb:1lpz	P00742	F10	pdb→sifts→uniprot
579	pdb:1lq2	Q9XEI3	LOC123452238	pdb→sifts→uniprot
580	pdb:1lqd	P00742	F10	pdb→sifts→uniprot
581	pdb:1lqe	P00760	PRSS1	pdb→sifts→uniprot
582	pdb:1lqf	P18031	PTPN1	pdb→sifts→uniprot
583	pdb:1lrh	P13689	ABP1	pdb→sifts→uniprot
584	pdb:1lrt	P50097	IMPDH	pdb→sifts→uniprot
585	pdb:1lst	P02911	argT	pdb→sifts→uniprot
586	pdb:1lt5	P32890	eltB	pdb→sifts→uniprot
587	pdb:1lt6	P32890	eltB	pdb→sifts→uniprot
588	pdb:1lv8	P55859	PNP	pdb→sifts→uniprot
589	pdb:1lvc	P40136	cya	pdb→sifts→uniprot
590	pdb:1lvk	P08799	mhcA	pdb→sifts→uniprot
591	pdb:1lvu	P55859	PNP	pdb→sifts→uniprot
592	pdb:1lxf	P63316	TNNC1	pdb→sifts→uniprot
593	pdb:1lxh	P01391		pdb→sifts→uniprot
594	pdb:1lyb	P07339	CTSD	pdb→sifts→uniprot
595	pdb:1lyx	Q07412	TPI	pdb→sifts→uniprot
596	pdb:1lzo	Q07412	TPI	pdb→sifts→uniprot
597	pdb:1lzq	P03367	gag-pol	pdb→sifts→uniprot
598	pdb:1m0b	P03367	gag-pol	pdb→sifts→uniprot
599	pdb:1m0n	P16932	dgdA	pdb→sifts→uniprot
600	pdb:1dqx	P03962	URA3	pdb→sifts→uniprot
601	pdb:1drj	P02925	rbsB	pdb→sifts→uniprot
602	pdb:1drk	P02925	rbsB	pdb→sifts→uniprot
603	pdb:1drv	P04036	dapB	pdb→sifts→uniprot
604	pdb:1dth	P15167		pdb→sifts→uniprot
605	pdb:1dtq	P04585	gag-pol	pdb→sifts→uniprot
606	pdb:1dtt	P04585	gag-pol	pdb→sifts→uniprot
607	pdb:1dub	P14604	Echs1	pdb→sifts→uniprot
608	pdb:1dud	P06968	dut	pdb→sifts→uniprot
609	pdb:1duv	P04391	argI	pdb→sifts→uniprot
610	pdb:1dva	P08709	F7	pdb→sifts→uniprot
611	pdb:1dwc	P00734	F2	pdb→sifts→uniprot
612	pdb:1dwd	P00734	F2	pdb→sifts→uniprot
613	pdb:1dx6	P04058	ache	pdb→sifts→uniprot
614	pdb:1dxp	P26662		pdb→sifts→uniprot
615	pdb:1dy4	P62694	cbh1	pdb→sifts→uniprot
616	pdb:1dzj	P81245		pdb→sifts→uniprot
617	pdb:1dzk	P81245		pdb→sifts→uniprot
618	pdb:1dzm	P81245		pdb→sifts→uniprot
619	pdb:1dzp	P81245		pdb→sifts→uniprot
620	pdb:1e00	P81245		pdb→sifts→uniprot
621	pdb:1e02	P81245		pdb→sifts→uniprot
622	pdb:1e03	P01008	SERPINC1	pdb→sifts→uniprot
623	pdb:1e06	P81245		pdb→sifts→uniprot
624	pdb:1e1v	P24941	CDK2	pdb→sifts→uniprot
625	pdb:1e1x	P24941	CDK2	pdb→sifts→uniprot
626	pdb:1e1y	P00489	PYGM	pdb→sifts→uniprot
627	pdb:1e2k	P0DTH5	TK	pdb→sifts→uniprot
628	pdb:1e2l	P0DTH5	TK	pdb→sifts→uniprot
629	pdb:1e34	P00772	CELA1	pdb→sifts→uniprot
630	pdb:1e37	P00772	CELA1	pdb→sifts→uniprot
631	pdb:1e3g	P10275	AR	pdb→sifts→uniprot
632	pdb:1e3v	P07445	ksi	pdb→sifts→uniprot
633	pdb:1e4h	P02766	TTR	pdb→sifts→uniprot
634	pdb:1e55	P49235	GLU1	pdb→sifts→uniprot
635	pdb:1e5a	P02766	TTR	pdb→sifts→uniprot
636	pdb:1e5j	O85465	cel5A	pdb→sifts→uniprot
637	pdb:1e66	P04058	ache	pdb→sifts→uniprot
638	pdb:1e6q	P29736		pdb→sifts→uniprot
639	pdb:1e6s	P29736		pdb→sifts→uniprot
640	pdb:1e72	P29736		pdb→sifts→uniprot
641	pdb:1e8h	P56216	VAOA	pdb→sifts→uniprot
642	pdb:1e9h	P24941	CDK2	pdb→sifts→uniprot
643	pdb:1eas	P00772	CELA1	pdb→sifts→uniprot
644	pdb:1eat	P00772	CELA1	pdb→sifts→uniprot
645	pdb:1eb1	P00734	F2	pdb→sifts→uniprot
646	pdb:1eb2	P00760	PRSS1	pdb→sifts→uniprot
647	pdb:1ebg	P00924	ENO1	pdb→sifts→uniprot
648	pdb:1ebw	P03366	gag-pol	pdb→sifts→uniprot
649	pdb:1eby	P03366	gag-pol	pdb→sifts→uniprot
650	pdb:1ebz	P03366	gag-pol	pdb→sifts→uniprot
651	pdb:1ec0	P03366	gag-pol	pdb→sifts→uniprot
652	pdb:1ec1	P03366	gag-pol	pdb→sifts→uniprot
653	pdb:1ec2	P03366	gag-pol	pdb→sifts→uniprot
654	pdb:1ec3	P03366	gag-pol	pdb→sifts→uniprot
655	pdb:1ec9	P0AES2	gudD	pdb→sifts→uniprot
656	pdb:1ecq	P0AES2	gudD	pdb→sifts→uniprot
657	pdb:1ecv	P18031	PTPN1	pdb→sifts→uniprot
658	pdb:1eed	P11838	EAPA	pdb→sifts→uniprot
659	pdb:1eef	P32890	eltB	pdb→sifts→uniprot
660	pdb:1eei	Q57193	ctxB	pdb→sifts→uniprot
661	pdb:1efi	P32890	eltB	pdb→sifts→uniprot
662	pdb:1efy	P26446	PARP1	pdb→sifts→uniprot
663	pdb:1egh	P0A731	mgsA	pdb→sifts→uniprot
664	pdb:1eix	P08244	pyrF	pdb→sifts→uniprot
665	pdb:1ej4	P63073	Eif4e	pdb→sifts→uniprot
666	pdb:1ejn	P00749	PLAU	pdb→sifts→uniprot
667	pdb:1ek1	P34914	Ephx2	pdb→sifts→uniprot
668	pdb:1ek2	P34914	Ephx2	pdb→sifts→uniprot
669	pdb:1ekb	P98072	TMPRSS15	pdb→sifts→uniprot
670	pdb:1ela	P00772	CELA1	pdb→sifts→uniprot
671	pdb:1elb	P00772	CELA1	pdb→sifts→uniprot
672	pdb:1elc	P00772	CELA1	pdb→sifts→uniprot
673	pdb:1eld	P00772	CELA1	pdb→sifts→uniprot
674	pdb:1ele	P00772	CELA1	pdb→sifts→uniprot
675	pdb:1elr	P31948	STIP1	pdb→sifts→uniprot
676	pdb:1els	P00924	ENO1	pdb→sifts→uniprot
677	pdb:1em6	P06737	PYGL	pdb→sifts→uniprot
678	pdb:1ent	P11838	EAPA	pdb→sifts→uniprot
679	pdb:1enu	P28720	tgt	pdb→sifts→uniprot
680	pdb:1eoc	P20372	pcaH	pdb→sifts→uniprot
681	pdb:1eoj	P00734	F2	pdb→sifts→uniprot
682	pdb:1eol	P00734	F2	pdb→sifts→uniprot
683	pdb:1eou	P00918	CA2	pdb→sifts→uniprot
684	pdb:1epo	P11838	EAPA	pdb→sifts→uniprot
685	pdb:1epp	P11838	EAPA	pdb→sifts→uniprot
686	pdb:1epq	P11838	EAPA	pdb→sifts→uniprot
687	pdb:1erb	P18902	RBP4	pdb→sifts→uniprot
688	pdb:1ero	P62593	bla;	pdb→sifts→uniprot
689	pdb:1erq	P62593	bla;	pdb→sifts→uniprot
690	pdb:1err	P03372	ESR1	pdb→sifts→uniprot
691	pdb:1esz	P07822	fhuD	pdb→sifts→uniprot
692	pdb:1ets	P00735	F2	pdb→sifts→uniprot
693	pdb:1ett	P00735	F2	pdb→sifts→uniprot
694	pdb:1etz	G0YP42		pdb→sifts→uniprot
695	pdb:1eub	P45452	MMP13	pdb→sifts→uniprot
696	pdb:1eve	P04058	ache	pdb→sifts→uniprot
697	pdb:1evh	Q03173	Enah	pdb→sifts→uniprot
698	pdb:1ew8	P00634	phoA	pdb→sifts→uniprot
699	pdb:1ew9	P00634	phoA	pdb→sifts→uniprot
700	pdb:1ewj	P13081	ble	pdb→sifts→uniprot
701	pdb:1ex8	P26281	folK	pdb→sifts→uniprot
702	pdb:1exv	P06737	PYGL	pdb→sifts→uniprot
703	pdb:1exw	P45478	PPT1	pdb→sifts→uniprot
704	pdb:1ez9	P0AEX9	malE	pdb→sifts→uniprot
705	pdb:1ezf	P37268	FDFT1	pdb→sifts→uniprot
706	pdb:1ezq	P00742	F10	pdb→sifts→uniprot
707	pdb:1f0q	P28523	ACK2	pdb→sifts→uniprot
708	pdb:1f0r	P00742	F10	pdb→sifts→uniprot
709	pdb:1f0s	P00742	F10	pdb→sifts→uniprot
710	pdb:1f0t	P00760	PRSS1	pdb→sifts→uniprot
711	pdb:1f0u	P00760	PRSS1	pdb→sifts→uniprot
712	pdb:1f1j	P55210	CASP7	pdb→sifts→uniprot
713	pdb:1f28	P13100	THYA	pdb→sifts→uniprot
714	pdb:1f2o	P80561		pdb→sifts→uniprot
715	pdb:1f2p	P80561		pdb→sifts→uniprot
716	pdb:1f3e	P28720	tgt	pdb→sifts→uniprot
717	pdb:1f3j	Q31135	H2-Ab1	pdb→sifts→uniprot
718	pdb:1f40	P62942	FKBP1A	pdb→sifts→uniprot
719	pdb:1f47	P77173	zipA	pdb→sifts→uniprot
720	pdb:1f4e	P0A884	thyA	pdb→sifts→uniprot
721	pdb:1f4f	P0A884	thyA	pdb→sifts→uniprot
722	pdb:1f4g	P0A884	thyA	pdb→sifts→uniprot
723	pdb:1f4x			pdb_not_in_sifts
724	pdb:1f4y			pdb_not_in_sifts
725	pdb:1f57	P00730	CPA1	pdb→sifts→uniprot
726	pdb:1f5k	P00749	PLAU	pdb→sifts→uniprot
727	pdb:1f5l	P00749	PLAU	pdb→sifts→uniprot
728	pdb:1f73	P44539	nanA	pdb→sifts→uniprot
729	pdb:1f74	P44539	nanA	pdb→sifts→uniprot
730	pdb:1f7b	P44539	nanA	pdb→sifts→uniprot
731	pdb:1f8a	Q13526	PIN1	pdb→sifts→uniprot
732	pdb:1f8b	P03472	NA	pdb→sifts→uniprot
733	pdb:1f8c	P03472	NA	pdb→sifts→uniprot
734	pdb:1f8d	P03472	NA	pdb→sifts→uniprot
735	pdb:1f8e	P03472	NA	pdb→sifts→uniprot
736	pdb:1f90			pdb_not_in_sifts
737	pdb:1f92	P00749	PLAU	pdb→sifts→uniprot
738	pdb:1f9e	Q14790	CASP8	pdb→sifts→uniprot
739	pdb:1f9g	Q54873		pdb→sifts→uniprot
740	pdb:1fao	Q9UN19	DAPP1	pdb→sifts→uniprot
741	pdb:1fax	P00742	F10	pdb→sifts→uniprot
742	pdb:1fbm	P35444	Comp	pdb→sifts→uniprot
743	pdb:1fch	P50542	PEX5	pdb→sifts→uniprot
744	pdb:1fcx	P13631	RARG	pdb→sifts→uniprot
745	pdb:1fcy	P13631	RARG	pdb→sifts→uniprot
746	pdb:1fcz	P13631	RARG	pdb→sifts→uniprot
747	pdb:1fd0	P13631	RARG	pdb→sifts→uniprot
748	pdb:1fd7	P32890	eltB	pdb→sifts→uniprot
749	pdb:1fdq	O15540	FABP7	pdb→sifts→uniprot
750	pdb:1fe3	O15540	FABP7	pdb→sifts→uniprot
751	pdb:1ff1	P42566	EPS15	pdb→sifts→uniprot
752	pdb:1fgi	P11362	FGFR1	pdb→sifts→uniprot
753	pdb:1fh7	P07986	cex	pdb→sifts→uniprot
754	pdb:1fh8	P07986	cex	pdb→sifts→uniprot
755	pdb:1fh9	P07986	cex	pdb→sifts→uniprot
756	pdb:1fhd	P07986	cex	pdb→sifts→uniprot
757	pdb:1fhr	P22216	RAD53	pdb→sifts→uniprot
758	pdb:1fig			pdb_not_in_sifts
759	pdb:1fiv	P16088	pol	pdb→sifts→uniprot
760	pdb:1fj4	P0A953	fabB	pdb→sifts→uniprot
761	pdb:1fjs	P00742	F10	pdb→sifts→uniprot
762	pdb:1fkb	P62942	FKBP1A	pdb→sifts→uniprot
763	pdb:1fkf	P62942	FKBP1A	pdb→sifts→uniprot
764	pdb:1fkg	P62942	FKBP1A	pdb→sifts→uniprot
765	pdb:1fkh	P62942	FKBP1A	pdb→sifts→uniprot
766	pdb:1fki	P62942	FKBP1A	pdb→sifts→uniprot
767	pdb:1fkn	P56817	BACE1	pdb→sifts→uniprot
768	pdb:1fkw	P03958	Ada	pdb→sifts→uniprot
769	pdb:1fl3	P01837	Igkc	pdb→sifts→uniprot
770	pdb:1fl6			pdb_not_in_sifts
771	pdb:1flm	Q46604		pdb→sifts→uniprot
772	pdb:1flr	P01865	Ighg2a	pdb→sifts→uniprot
773	pdb:1fls	P45452	MMP13	pdb→sifts→uniprot
774	pdb:1fm9	P37231	PPARG	pdb→sifts→uniprot
775	pdb:1fmb	P32542	pol	pdb→sifts→uniprot
776	pdb:1fo0	P01901	H2-K1	pdb→sifts→uniprot
777	pdb:1fo2	Q9UKM7	MAN1B1	pdb→sifts→uniprot
778	pdb:1fo3	Q9UKM7	MAN1B1	pdb→sifts→uniprot
779	pdb:1fpc	P00734	F2	pdb→sifts→uniprot
780	pdb:1fpi	P00636	FBP1	pdb→sifts→uniprot
781	pdb:1fpp	Q02293	Fntb	pdb→sifts→uniprot
782	pdb:1fpy	P0A1P6	glnA	pdb→sifts→uniprot
783	pdb:1fq4	P07267	PEP4	pdb→sifts→uniprot
784	pdb:1fq5	P07267	PEP4	pdb→sifts→uniprot
785	pdb:1fq6	P07267	PEP4	pdb→sifts→uniprot
786	pdb:1fq7	P07267	PEP4	pdb→sifts→uniprot
787	pdb:1fq8	P07267	PEP4	pdb→sifts→uniprot
788	pdb:1fsg	Q26997	HPRT	pdb→sifts→uniprot
789	pdb:1fsw	P00811	ampC	pdb→sifts→uniprot
790	pdb:1fsy	P00811	ampC	pdb→sifts→uniprot
791	pdb:1ft4	P19438	TNFRSF1A	pdb→sifts→uniprot
792	pdb:1ft7	Q01693		pdb→sifts→uniprot
793	pdb:1fta	P09467	FBP1	pdb→sifts→uniprot
794	pdb:1ftj	P19491	Gria2	pdb→sifts→uniprot
795	pdb:1ftk	P19491	Gria2	pdb→sifts→uniprot
796	pdb:1ftl	P19491	Gria2	pdb→sifts→uniprot
797	pdb:1ftm	P19491	Gria2	pdb→sifts→uniprot
798	pdb:1fv0	P59071		pdb→sifts→uniprot
799	pdb:1fv9	P00749	PLAU	pdb→sifts→uniprot
800	pdb:1nvq	O14757	CHEK1	pdb→sifts→uniprot
801	pdb:1nvr	O14757	CHEK1	pdb→sifts→uniprot
802	pdb:1nvs	O14757	CHEK1	pdb→sifts→uniprot
803	pdb:1nw4	Q8I3X4	PNP	pdb→sifts→uniprot
804	pdb:1nw5	P14751	rsrIM	pdb→sifts→uniprot
805	pdb:1nw7	P14751	rsrIM	pdb→sifts→uniprot
806	pdb:1nwl	P18031	PTPN1	pdb→sifts→uniprot
807	pdb:1nxy	P62593	bla;	pdb→sifts→uniprot
808	pdb:1ny0	P62593	bla;	pdb→sifts→uniprot
809	pdb:1ny2	P00734	F2	pdb→sifts→uniprot
810	pdb:1nym	P62593	bla;	pdb→sifts→uniprot
811	pdb:1nyx	P37231	PPARG	pdb→sifts→uniprot
812	pdb:1nyy	P62593	bla;	pdb→sifts→uniprot
813	pdb:1nz7	P18031	PTPN1	pdb→sifts→uniprot
814	pdb:1nzl	P00524	V-SRC	pdb→sifts→uniprot
815	pdb:1nzq	P00734	F2	pdb→sifts→uniprot
816	pdb:1nzv	P00524	V-SRC	pdb→sifts→uniprot
817	pdb:1o0d	P00734	F2	pdb→sifts→uniprot
818	pdb:1o0f	P61823	RNASE1	pdb→sifts→uniprot
819	pdb:1o0h	P61823	RNASE1	pdb→sifts→uniprot
820	pdb:1o0m	P61823	RNASE1	pdb→sifts→uniprot
821	pdb:1o0n	P61823	RNASE1	pdb→sifts→uniprot
822	pdb:1o0o	P61823	RNASE1	pdb→sifts→uniprot
823	pdb:1o1s	Q02293	Fntb	pdb→sifts→uniprot
824	pdb:1o2g	P00734	F2	pdb→sifts→uniprot
825	pdb:1o2h	P00760	PRSS1	pdb→sifts→uniprot
826	pdb:1o2j	P00760	PRSS1	pdb→sifts→uniprot
827	pdb:1o2k	P00760	PRSS1	pdb→sifts→uniprot
828	pdb:1o2n	P00760	PRSS1	pdb→sifts→uniprot
829	pdb:1o2o	P00760	PRSS1	pdb→sifts→uniprot
830	pdb:1o2p	P00760	PRSS1	pdb→sifts→uniprot
831	pdb:1o2q	P00760	PRSS1	pdb→sifts→uniprot
832	pdb:1o2r	P00760	PRSS1	pdb→sifts→uniprot
833	pdb:1o2s	P00760	PRSS1	pdb→sifts→uniprot
834	pdb:1o2t	P00760	PRSS1	pdb→sifts→uniprot
835	pdb:1o2u	P00760	PRSS1	pdb→sifts→uniprot
836	pdb:1o2v	P00760	PRSS1	pdb→sifts→uniprot
837	pdb:1o2w	P00760	PRSS1	pdb→sifts→uniprot
838	pdb:1o2x	P00760	PRSS1	pdb→sifts→uniprot
839	pdb:1o2y	P00760	PRSS1	pdb→sifts→uniprot
840	pdb:1o2z	P00760	PRSS1	pdb→sifts→uniprot
841	pdb:1o30	P00760	PRSS1	pdb→sifts→uniprot
842	pdb:1o32	P00760	PRSS1	pdb→sifts→uniprot
843	pdb:1o33	P00760	PRSS1	pdb→sifts→uniprot
844	pdb:1o34	P00760	PRSS1	pdb→sifts→uniprot
845	pdb:1o35	P00760	PRSS1	pdb→sifts→uniprot
846	pdb:1o36	P00760	PRSS1	pdb→sifts→uniprot
847	pdb:1o37	P00760	PRSS1	pdb→sifts→uniprot
848	pdb:1o38	P00760	PRSS1	pdb→sifts→uniprot
849	pdb:1o39	P00760	PRSS1	pdb→sifts→uniprot
850	pdb:1o3b	P00760	PRSS1	pdb→sifts→uniprot
851	pdb:1o3c	P00760	PRSS1	pdb→sifts→uniprot
852	pdb:1o3d	P00760	PRSS1	pdb→sifts→uniprot
853	pdb:1o3e	P00760	PRSS1	pdb→sifts→uniprot
854	pdb:1o3f	P00760	PRSS1	pdb→sifts→uniprot
855	pdb:1o3g	P00760	PRSS1	pdb→sifts→uniprot
856	pdb:1o3h	P00760	PRSS1	pdb→sifts→uniprot
857	pdb:1o3i	P00760	PRSS1	pdb→sifts→uniprot
858	pdb:1o3j	P00760	PRSS1	pdb→sifts→uniprot
859	pdb:1o3k	P00760	PRSS1	pdb→sifts→uniprot
860	pdb:1o3l	P00760	PRSS1	pdb→sifts→uniprot
861	pdb:1o3p	P00749	PLAU	pdb→sifts→uniprot
862	pdb:1o41	P12931	SRC	pdb→sifts→uniprot
863	pdb:1o42	P12931	SRC	pdb→sifts→uniprot
864	pdb:1o43	P12931	SRC	pdb→sifts→uniprot
865	pdb:1o44	P12931	SRC	pdb→sifts→uniprot
866	pdb:1o45	P12931	SRC	pdb→sifts→uniprot
